Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link,Date,Stolen,Model Year,Damage Severity
Mazda,MAZDA6,Yes,425.0,430017.0,1.0," Engine Damage, Left Rear Damage, Malicious/Vandalised, Impact Heavy - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796510/2004-mazda-mazda6-sport-limited-2-3-a-hatch?referringPage=SearchResults,2023-11-26,Yes,2004,Heavy
Volvo,V70,Yes,800.0,200701.0,1.0," Left Side Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796648/2008-volvo-v70-station-wagon?referringPage=SearchResults,2023-11-22,Yes,2008,Light
Ford,Focus,Yes,350.0,206206.0,1.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796860/2003-ford-focus-focus-1-6-a-hatch-hatch?referringPage=SearchResults,2023-11-18,No,2003,Light
Toyota,Vitz,Yes,650.0,135854.0,1.0," Rear Damage, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796921/2007-toyota-vitz-hatch?referringPage=SearchResults,2023-11-24,No,2007,Light
Mazda,Demio,Yes,550.0,143371.0,1.0," Rear Damage, Impact Heavy - Rear, Selling De-Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796922/2004-mazda-demio-hatch?referringPage=SearchResults,2023-11-25,No,2004,Heavy
Nissan,Tiida,Yes,1000.0,126646.0,0.0," Interior Damage, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796956/2006-nissan-tiida-hatch?referringPage=SearchResults,2023-11-22,Yes,2006,Light
Toyota,Corolla Hatch M,Yes,625.0,166834.0,0.0," Glass Broken, Ignition Damage, Malicious/Vandalised, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796968/1993-toyota-corolla-hatch-m-hatch?referringPage=SearchResults,2023-11-25,Yes,1993,Light
Hyundai,Getz,Yes,450.0,157319.0,1.0," Front Damage, Left Front Damage, Right Front Damage, Impact Heavy - Front, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006797390/2010-hyundai-getz-1-4-5d-a4-hatch?referringPage=SearchResults,2023-12-17,No,2010,Heavy
Suzuki,Swift,Yes,850.0,120076.0,1.0," Right Side Damage, Impact Heavy - Right Side, Impact Medium - Rear, Impact Medium - Left Side, Impact Light - Front, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006797437/2005-suzuki-swift-hatch?referringPage=SearchResults,2023-11-22,No,2005,Heavy
Nissan,Tiida,Yes,1150.0,146377.0,0.0," Glass Broken, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006797569/2006-nissan-tiida-latio-sedan?referringPage=SearchResults,2023-11-22,Yes,2006,Light
Honda,Odyssey,Yes,425.0,223466.0,1.0," Rear Damage, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006797885/2005-honda-odyssey-station-wagon?referringPage=SearchResults,2024-01-27,No,2005,Light
BMW,318ci,Yes,625.0,198297.0,1.0," Ignition Damage, Impact Medium - Front, Impact Light - Right Side, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006798215/2004-bmw-318ci-318ci-a-cabrio-convertible?referringPage=SearchResults,2023-11-26,Yes,2004,Medium
Mazda,Familia,Yes,475.0,134169.0,0.0," Front Damage, Glass Broken, Ignition Damage, Left Rear Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006798372/2003-mazda-familia-hatch?referringPage=SearchResults,2023-11-25,Yes,2003,Light
Honda,CRV,Yes,800.0,204053.0,1.0," Front Damage, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006798801/2001-honda-crv-sport-2-0-5d-wag-4a-hatch?referringPage=SearchResults,2023-12-03,No,2001,Light
Toyota,Blade,Yes,2300.0,139485.0,1.0," Left Side Damage, Impact Light - Left Side, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006798821/2007-toyota-blade-station-wagon?referringPage=SearchResults,2023-11-22,No,2007,Light
Mazda,Demio,Yes,1200.0,147782.0,0.0," Front Damage, Impact Medium - Left Side, Impact Light - Front, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006798823/2004-mazda-demio-hatch?referringPage=SearchResults,2023-11-22,No,2004,Medium
Volkswagen,Passat,Yes,750.0,97875.0,1.0," Right Rear Damage, Impact Light - Rear, Impact Light - Left Side, Impact Light - Right Side, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006798826/2007-volkswagen-passat-station-wagon?referringPage=SearchResults,2023-11-26,No,2007,Light
Toyota,RAV4,Yes,1750.0,322716.0,1.0," Left Front Damage, Impact Medium - Front, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006798839/2006-toyota-rav4-2-4p-4wd-wagon5-5a-station-wagon?referringPage=SearchResults,2023-11-29,No,2006,Medium
Honda,Jazz,Yes,825.0,157787.0,1.0," Glass Broken, Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006799776/2003-honda-jazz-1-3i-5d-cvt-hatch-hatch?referringPage=SearchResults,2023-11-26,No,2003,Light
Toyota,Corolla,Yes,1050.0,319818.0,0.0," Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006799777/2008-toyota-corolla-axio-sedan?referringPage=SearchResults,2023-11-22,Yes,2008,Light
Toyota,RAV4,Yes,950.0,119533.0,1.0," Left Front Damage, Impact Light - Front, Impact Light - Left Side, Selling Registered","Automatic,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006799790/1994-toyota-rav4-station-wagon?referringPage=SearchResults,2023-11-29,No,1994,Light
Toyota,Corolla,Yes,550.0,326165.0,1.0," Front Damage, Impact Light - Front, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006799883/2005-toyota-corolla-1-8p-gl-hatch5-5m-hatch?referringPage=SearchResults,2023-11-29,No,2005,Light
Nissan,Tiida,Yes,1300.0,143630.0,1.0," Transmission Failure, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800253/2012-nissan-tiida-latio-sedan?referringPage=SearchResults,2024-01-09,No,2012,Light
Honda,Civic LX Automatic,Yes,650.0,168979.0,0.0," Ignition Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800291/1995-honda-civic-lx-automatic-hatch?referringPage=SearchResults,2023-11-26,Yes,1995,Light
Subaru,Legacy,Yes,300.0,152981.0,0.0," Ignition Damage, Right Rear Damage, Right Side Damage, Vandalised - Interior, Impact Medium - Right Side, Impact Light - Left Side, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800293/2000-subaru-legacy-lancaster-station-wagon?referringPage=SearchResults,2024-01-05,Yes,2000,Medium
Mazda,Demio,Yes,2050.0,159586.0,1.0," Impact Light - Left Side, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800298/2008-mazda-demio-hatch?referringPage=SearchResults,2023-11-29,No,2008,Light
Toyota,Camry,Yes,1050.0,373525.0,1.0," Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800299/2006-toyota-camry-2-4p-sport-sedan-5a-sedan?referringPage=SearchResults,2023-11-29,No,2006,Light
Mitsubishi,Lancer,Yes,700.0,224360.0,0.0," Glass Broken, Ignition Damage, Left Rear Damage, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800740/2006-mitsubishi-lancer-2-4p-ls-sedan-a-sedan?referringPage=SearchResults,2023-11-23,Yes,2006,Light
Toyota,Corolla,Yes,600.0,310663.0,1.0," Ignition Damage, Stolen & Recovered, Suspension Damage, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800747/1997-toyota-corolla-1-6p-gl-wagon5-5m-station-wagon?referringPage=SearchResults,2023-12-03,Yes,1997,Light
Toyota,Corolla H/B Auto,Yes,775.0,174841.0,1.0," Front Damage, Impact Medium - Front, Selling Registered","4spd Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800753/1995-toyota-corolla-h-b-auto-hatch?referringPage=SearchResults,2023-12-03,No,1995,Medium
Holden,Barina Spark,Yes,2650.0,73716.0,2.0," Interior Damage, Dismantled - Interior, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800757/2015-holden-barina-spark-cd-1-2p-4at-ha-4dr--hatch?referringPage=SearchResults,2023-11-29,No,2015,Light
Nissan,Tiida,Yes,800.0,225477.0,1.0," Ignition Damage, Right Front Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006800764/2009-nissan-tiida-latio-sedan?referringPage=SearchResults,2023-11-28,Yes,2009,Light
Honda,Odyssey,Yes,525.0,246388.0,1.0," Left Rear Damage, Left Side Damage, Rear Damage, Selling Registered","5spd Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006801176/2004-honda-odyssey-station-wagon?referringPage=SearchResults,2023-11-26,No,2004,Light
Nissan,Tiida,Yes,950.0,178096.0,1.0," Rear Damage, Right Side Damage, Impact Heavy - Rear, Impact Heavy - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006801200/2006-nissan-tiida-hatch?referringPage=SearchResults,2023-12-13,No,2006,Heavy
BMW,530i,Yes,1150.0,195556.0,2.0," Glass Broken, Right Rear Damage, Selling Registered","8spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006801228/2006-bmw-530i-touring?referringPage=SearchResults,2023-12-06,No,2006,Light
Toyota,Windom,Yes,500.0,172928.0,1.0," Front Damage, Left Front Damage, Impact Light - Rear, Impact Light - Left Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006801793/1996-toyota-windom-sedan?referringPage=SearchResults,2023-11-28,No,1996,Light
BMW,118d,Yes,1150.0,175223.0,1.0," Right Front Damage, Right Side Damage, Impact Light - Front, Selling Registered","6spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006802005/2010-bmw-118d-hatch-6a-5dr-1-8l-sedan?referringPage=SearchResults,2023-11-29,No,2010,Light
Volkswagen,Golf,Yes,525.0,122064.0,0.0," Front Damage, Right Front Damage, Impact Medium - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006802401/2003-volkswagen-golf-hatch?referringPage=SearchResults,2023-12-03,No,2003,Medium
Toyota,Vitz,Yes,850.0,151307.0,1.0," Glass Broken, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006802873/2000-toyota-vitz-hatch?referringPage=SearchResults,2023-11-29,Yes,2000,Light
Toyota,Estima,Yes,1600.0,193720.0,1.0," Left Front Damage, Impact Light - Front, Impact Light - Left Side, Selling Registered","Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803102/2004-toyota-estima-station-wagon?referringPage=SearchResults,2023-11-29,No,2004,Light
BMW,120d,Yes,700.0,233604.0,1.0," Rear Damage, Selling Registered","5spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006803188/2005-bmw-120d-120d-5-door-a-e87-sedan?referringPage=SearchResults,2023-12-05,No,2005,Light
Toyota,Passo,Yes,1100.0,108642.0,1.0," Front Damage, Rear Damage, Impact Heavy - Front, Impact Heavy - Rear, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803285/2007-toyota-passo-hatch?referringPage=SearchResults,2023-12-03,No,2007,Heavy
BMW,116i,Yes,500.0,99688.0,1.0," Right Front Damage, Impact Medium - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803371/2006-bmw-116i-hatch?referringPage=SearchResults,2023-11-28,No,2006,Medium
Honda,Jazz,Yes,500.0,384680.0,1.0," Right Side Damage, Impact Light - Rear, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803386/2005-honda-jazz-1-3i-5d-cvt-hatch-hatch?referringPage=SearchResults,2023-12-17,No,2005,Light
Volkswagen,Golf,Yes,1000.0,186023.0,2.0," Rear Damage, Impact Light - Rear, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803392/2009-volkswagen-golf-variant-station-wagon?referringPage=SearchResults,2023-11-29,No,2009,Light
Nissan,Wingroad,Yes,650.0,161265.0,1.0," Interior Damage, Left Side Damage, Right Side Damage, Vandalised - Interior, Impact Light - Left Side, Impact Light - Right Side, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803433/2004-nissan-wingroad-station-wagon?referringPage=SearchResults,2023-12-03,Yes,2004,Light
Nissan,Bluebird,Yes,1050.0,147886.0,0.0," Glass Broken, Interior Damage, Ignition Damage, Stolen & Recovered, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803547/2007-nissan-bluebird-syphy-sedan?referringPage=SearchResults,2023-11-29,Yes,2007,Light
Lexus,LS430,Yes,1600.0,209407.0,3.0," Right Front Damage, Impact Heavy - Right Side, Impact Light - Front, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803576/2005-lexus-ls430-4-3p-sedan-6a-sedan?referringPage=SearchResults,2023-12-17,No,2005,Heavy
Mazda,MAZDA6,Yes,750.0,199370.0,1.0," Front Damage, Impact Light - Front, Impact Light - Right Side, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803798/2007-mazda-mazda6-sedan-gsx-2-3-5-aut-sedan?referringPage=SearchResults,2023-12-06,No,2007,Light
Nissan,Navara,Yes,1050.0,204340.0,0.0," Interior Damage, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Manual,",3.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803884/1991-nissan-navara-cab-chassis?referringPage=SearchResults,2023-12-06,Yes,1991,Light
Subaru,Forester,Yes,1400.0,201475.0,1.0," Rear Damage, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803902/2003-subaru-forester-xsl-2-5-auto-station-wagon?referringPage=SearchResults,2024-01-24,No,2003,Light
Nissan,Serena,Yes,850.0,211713.0,1.0," Left Side Damage, Impact Medium - Left Side, Selling Registered","CVT,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006803942/2007-nissan-serena-van?referringPage=SearchResults,2023-12-06,No,2007,Medium
Nissan,AD Expert,Yes,500.0,289593.0,0.0," Glass Broken, Interior Damage, Stolen & Recovered, Selling Registered","3spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006804014/2007-nissan-ad-expert-station-wagon?referringPage=SearchResults,2023-12-03,Yes,2007,Light
Nissan,Sentra,Yes,175.0,224908.0,1.0," Ignition Damage, Left Front Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006804017/1989-nissan-sentra-station-wagon?referringPage=SearchResults,2023-12-02,Yes,1989,Light
Holden,Commodore,Yes,1000.0,83234.0,0.0," Left Front Damage, Left Side Damage, Impact Medium - Left Side, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006804318/2004-holden-commodore-exec-sedan-3-6-auto-sedan?referringPage=SearchResults,2023-11-28,No,2004,Medium
Kia,Picanto,Yes,1550.0,110907.0,1.0," Front Damage, Impact Light - Front, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006804320/2011-kia-picanto-1-2-petrol-auto-ex-hatch?referringPage=SearchResults,2023-12-06,No,2011,Light
Ford,Fiesta,Yes,1025.0,203033.0,1.0," Front Damage, Impact Heavy - Front, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006804390/2012-ford-fiesta-5dr-1-6-lx-a-hatch?referringPage=SearchResults,2023-12-03,No,2012,Heavy
Lexus,GS300,Yes,1000.0,229580.0,1.0," Right Front Damage, Impact Light - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006804557/2006-lexus-gs300-sedan-3-0p-v6-6a-sedan?referringPage=SearchResults,2023-12-05,No,2006,Light
Mitsubishi,Lancer,Yes,400.0,224044.0,1.0," Ignition Damage, Malicious/Vandalised, Vandalised - Interior, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006804626/2004-mitsubishi-lancer-2-0p-sp-sedan-a-sedan?referringPage=SearchResults,2023-12-03,Yes,2004,Light
Toyota,Starlet,Yes,850.0,351240.0,0.0," Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006804989/1996-toyota-starlet-glanza-hatch?referringPage=SearchResults,2023-11-29,Yes,1996,Light
Mazda,Demio,Yes,625.0,171822.0,0.0," Glass Broken, Ignition Damage, Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006804995/2003-mazda-demio-hatch?referringPage=SearchResults,2023-12-09,Yes,2003,Light
Mazda,Atenza,Yes,3150.0,34588.0,1.0," Ignition Damage, Rear Damage, Right Rear Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006805039/2004-mazda-atenza-2000-sedan?referringPage=SearchResults,2023-12-03,Yes,2004,Light
Volvo,XC60,Yes,900.0,158582.0,1.0," Front Damage, Impact Medium - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006805040/2012-volvo-xc60-station-wagon?referringPage=SearchResults,2023-12-06,No,2012,Medium
Toyota,Camry,Yes,1250.0,232616.0,1.0," Front Damage, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006805344/2009-toyota-camry-2-4p-gl-sedan-5a-sedan?referringPage=SearchResults,2023-12-06,No,2009,Light
Nissan,Tiida,Yes,700.0,194693.0,2.0," Glass Broken, Ignition Damage, Right Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006805355/2005-nissan-tiida-latio-sedan?referringPage=SearchResults,2023-12-05,Yes,2005,Light
Suzuki,Ignis,Yes,225.0,291661.0,0.0," Ignition Damage, Vandalised - Interior, Impact Light - Right Side, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006805371/2001-suzuki-ignis-hatch-1-3-5dr-hatch?referringPage=SearchResults,2023-12-03,Yes,2001,Light
